id,session_id,timestamp,mudra_name,confidence,handedness
359,5,2026-09-09T21:04:31.516466,Pataka,1.0,Right
360,5,2026-09-09T21:04:31.691256,Pataka,1.0,Right
361,5,2026-09-09T21:04:31.856589,Pataka,1.0,Right
362,5,2026-09-09T21:04:32.029820,Pataka,1.0,Right
363,5,2026-09-09T21:04:32.203809,Pataka,1.0,Right
364,5,2026-09-09T21:04:32.414350,Pataka,1.0,Right
365,5,2026-09-09T21:04:32.603068,Pataka,1.0,Right
366,5,2026-09-09T21:04:32.782867,Pataka,1.0,Right
367,5,2026-09-09T21:04:32.981089,Pataka,1.0,Right
368,5,2026-09-09T21:04:33.185519,Pataka,1.0,Right
369,5,2026-09-09T21:04:33.372883,Pataka,1.0,Right
370,5,2026-09-09T21:04:33.569531,Pataka,1.0,Right
371,5,2026-09-09T21:04:33.769910,Pataka,1.0,Right
372,5,2026-09-09T21:04:33.965354,Pataka,1.0,Right
373,5,2026-09-09T21:04:34.154496,Pataka,1.0,Right
374,5,2026-09-09T21:04:34.355418,Pataka,1.0,Right
375,5,2026-09-09T21:04:34.551104,Pataka,1.0,Right
376,5,2026-09-09T21:04:34.748915,Pataka,1.0,Right
377,5,2026-09-09T21:04:34.954883,Pataka,1.0,Right
378,5,2026-09-09T21:04:35.171297,Pataka,1.0,Left
379,5,2026-09-09T21:04:35.382834,Pataka,1.0,Left
380,5,2026-09-09T21:04:35.591434,Pataka,1.0,Left
381,5,2026-09-09T21:04:35.775155,Pataka,1.0,Right
382,5,2026-09-09T21:04:36.008789,Pataka,1.0,Left
383,5,2026-09-09T21:04:36.233650,Pataka,1.0,Right
384,5,2026-09-09T21:04:36.449916,Pataka,1.0,Right
385,5,2026-09-09T21:04:36.659593,Pataka,1.0,Left
386,5,2026-09-09T21:04:36.801735,Pataka,1.0,Left
387,5,2026-09-09T21:04:36.931054,Pataka,1.0,Left
388,5,2026-09-09T21:04:37.050637,Pataka,1.0,Left
389,5,2026-09-09T21:04:37.178948,Pataka,1.0,Right
390,5,2026-09-09T21:04:37.372763,Pataka,1.0,Right
391,5,2026-09-09T21:04:37.576614,Pataka,1.0,Right
392,5,2026-09-09T21:04:37.809608,Pataka,1.0,Right
393,5,2026-09-09T21:04:38.031522,Pataka,1.0,Left
394,5,2026-09-09T21:04:38.272439,Pataka,1.0,Right
395,5,2026-09-09T21:04:38.494360,Pataka,1.0,Right
396,5,2026-09-09T21:04:38.633996,Pataka,1.0,Right
397,5,2026-09-09T21:04:38.775493,Pataka,1.0,Right
398,5,2026-09-09T21:04:39.015418,Pataka,1.0,Right
399,5,2026-09-09T21:04:39.238687,Pataka,1.0,Right
400,5,2026-09-09T21:04:39.444936,Ardhachandra,1.0,Right
401,5,2026-09-09T21:04:39.667830,Ardhachandra,1.0,Right
402,5,2026-09-09T21:04:39.883783,Ardhachandra,1.0,Right
403,5,2026-09-09T21:04:40.109689,Ardhachandra,1.0,Right
404,5,2026-09-09T21:04:40.337306,Ardhachandra,1.0,Right
405,5,2026-09-09T21:04:40.555858,Ardhachandra,1.0,Right
406,5,2026-09-09T21:04:40.761538,Ardhachandra,1.0,Right
407,5,2026-09-09T21:04:40.974588,Ardhachandra,1.0,Right
408,5,2026-09-09T21:04:41.188716,Ardhachandra,1.0,Right
409,5,2026-09-09T21:04:41.411376,Ardhachandra,1.0,Right
410,5,2026-09-09T21:04:41.619093,Ardhachandra,1.0,Right
411,5,2026-09-09T21:04:41.823731,Ardhachandra,1.0,Right
412,5,2026-09-09T21:04:42.057612,Ardhachandra,0.8,Right
413,5,2026-09-09T21:04:42.268593,Ardhachandra,1.0,Right
414,5,2026-09-09T21:04:42.494232,Ardhachandra,0.8,Right
415,5,2026-09-09T21:04:42.699615,Ardhachandra,1.0,Right
416,5,2026-09-09T21:04:42.929345,Ardhachandra,1.0,Right
417,5,2026-09-09T21:04:43.149007,Ardhachandra,1.0,Right
418,5,2026-09-09T21:04:43.368991,Ardhachandra,0.8,Right
419,5,2026-09-09T21:04:43.586178,Ardhachandra,0.8,Right
420,5,2026-09-09T21:04:43.790494,Ardhachandra,1.0,Right
